"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"143085","SN 2023abqf","09:46:20.130","+03:04:16.46","SN Ia","0.02","","","ATLAS, Pan-STARRS, ZTF, GaiaAlerts, BlackGEM","ATLAS, Pan-STARRS, ZTF, GaiaAlerts, BlackGEM","OxQUB","ATLAS, BlackGEM, GaiaAlerts, Pan-STARRS, ZTF","ATLAS23xws","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, BG4 - BlackGEM-Cam4, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","18.236","orange-ATLAS","2023-12-26 11:48:46.944","ATLAS_Bot1","","","2023TNSTR3365....1T","2024TNSCR..35....1S","",""
"143004","SN 2023abnc","02:56:57.564","+13:15:55.21","SN Ia","0.072","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF23abuitpw","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","21.35","g-ZTF","2023-12-14 04:04:48.000","ZTF_Bot1","","","2023TNSTR3368....1F","2023TNSCR3385....1F","",""
"143003","SN 2023abnb","02:04:55.400","+28:59:15.94","SN Ia","0.016","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","LiONS","ATLAS, GaiaAlerts, ZTF","ZTF23abvnahb","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","Lijiang-2.4m - YFOSC","1","1","","16.19","r-ZTF","2023-12-27 03:10:04.800","ZTF_Bot1","","","2023TNSTR3368....1F","2023TNSCR3369....1L","",""
"142991","SN 2023abmp","01:09:28.627","+20:26:16.58","SN Ia","0.082","","","Pan-STARRS, ATLAS, ZTF","Pan-STARRS, ATLAS, ZTF","ZTF","ATLAS, Pan-STARRS, ZTF","PS23mww","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.33","i-P1","2023-12-25 06:59:48.192","PS1_Bot1","","","2023TNSTR3367....1C","2024TNSCR..60....1F","",""
"142970","SN 2023ablu","11:21:12.980","+49:19:08.26","SN II","0.128","","","Pan-STARRS, ATLAS, GaiaAlerts, ZTF","Pan-STARRS, ATLAS, GaiaAlerts, ZTF","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","PS23mvx","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.24","i-P1","2023-12-25 14:34:46.272","PS1_Bot1","","","2023TNSTR3362....1C","2024TNSCR.101....1S","",""
"142916","SN 2023abjs","03:38:51.894","-34:21:47.82","SN Ia","0.063","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS23xwi","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","18.583","orange-ATLAS","2023-12-24 03:29:18.240","ATLAS_Bot1","","","2023TNSTR3360....1T","2023TNSCR3397....1B","",""
"142884","SN 2023abim","11:49:12.680","+43:07:28.88","SN II","0.01","","","ATLAS, ALeRCE, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ZTF","ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ATLAS23xvy","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.72","orange-ATLAS","2023-12-25 13:03:44.928","ATLAS_Bot1","","","2023TNSTR3360....1T","2024TNSCR..26....1S","",""
"142767","SN 2023abdz","04:53:35.937","-76:00:25.04","SN Ia","0.05","","","ATLAS, GOTO","ATLAS, GOTO","ePESSTO+","ATLAS, GOTO","ATLAS23xuf","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","18.596","orange-ATLAS","2023-12-22 03:42:07.200","ATLAS_Bot1","","","2023TNSTR3358....1T","2024TNSCR...5....1P","",""
"142763","SN 2023abdv","01:11:08.470","-13:56:38.72","SN Ia-91bg-like","0.052","","","ATLAS, ZTF","ATLAS, ZTF","ePESSTO+","ATLAS, ZTF","ATLAS23xvm","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.589","orange-ATLAS","2023-12-25 01:43:11.424","ATLAS_Bot1","","","2023TNSTR3358....1T","2024TNSCR...5....1P","",""
"142758","SN 2023abdq","22:43:19.190","+34:00:16.96","SN II","0.0224","","","GaiaAlerts, ATLAS, ZTF","GaiaAlerts, ATLAS, ZTF","ZTF","ATLAS, GaiaAlerts, ZTF","Gaia23dsy","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.69","G-Gaia","2023-12-22 17:52:48.000","Gaia_Bot1","","","2023TNSTR3352....1H","2024TNSCR..25....1S","",""
"142753","SN 2023abdl","01:03:10.410","-14:00:34.24","SN Ia","0.1","","","Pan-STARRS, ATLAS","Pan-STARRS, ATLAS","ePESSTO+","ATLAS, Pan-STARRS","PS23mnz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","19.17","i-P1","2023-12-24 06:06:16.704","PS1_Bot1","","","2023TNSTR3357....1C","2024TNSCR...5....1P","",""
"142751","SN 2023abdj","12:31:29.900","+19:05:29.00","SN Ia","0.03","","","ATLAS, GaiaAlerts, ZTF, Pan-STARRS","ATLAS, GaiaAlerts, ZTF, Pan-STARRS","ePESSTO+","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ATLAS23xvc","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.3","orange-ATLAS","2023-12-24 14:20:24.864","ATLAS_Bot1","","","2023TNSTR3351....1T","2024TNSCR.185....1G","",""
"142749","SN 2023abdh","04:00:09.300","-45:19:04.94","SN Ia","0.051","","","GOTO, ATLAS, GaiaAlerts","GOTO, ATLAS, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts, GOTO","GOTO23bzt","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, GOTO-S - GOTO-3, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","19.42","L-GOTO","2023-12-24 11:13:04.224","GOTO_bot","","","2023TNSTR3353....1U","2024TNSCR.127....1G","",""
"142747","SN 2023abdg","22:56:51.790","-37:20:20.36","SN II","0.006","","","ATLAS, GaiaAlerts, Pan-STARRS, GOTO","ATLAS, GaiaAlerts, Pan-STARRS, GOTO","Global SN Project","ATLAS, GaiaAlerts, GOTO, Pan-STARRS","ATLAS23xva","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, GOTO-S - GOTO-3, GOTO-S - GOTO-4, PS1 - GPC1","FTS - FLOYDS-S","1","1","","14.753","orange-ATLAS","2023-12-24 01:30:19.872","ATLAS_Bot1","","","2023TNSTR3351....1T","2023TNSCR3376....1T","",""
"142701","SN 2023abbm","23:18:23.494","+03:12:11.20","SN II","0.05","","","Pan-STARRS","Pan-STARRS","Fink","Pan-STARRS","PS23mmf","PS2 - GPC2","ANU-2.3m - WiFeS","1","1","","19.41","w-P1","2023-10-19 06:56:28.608","PS1_Bot1","","","2023TNSTR3357....1C","2024TNSCR1420....1M","",""
"142692","SN 2023abbd","23:02:53.530","+26:01:35.83","SN Ibn","0.042","","","GaiaAlerts, ATLAS, Pan-STARRS","GaiaAlerts, ATLAS, Pan-STARRS","YSE","ATLAS, GaiaAlerts, Pan-STARRS","Gaia23dsq","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS2 - GPC2","Gemini-N - GMOS","1","1","","18.66","G-Gaia","2023-12-21 05:44:09.600","Gaia_Bot1","","","2023TNSTR3352....1H","2024TNSCR..22....1J","",""
"142459","SN 2023aase","11:32:22.070","-03:19:20.50","SLSN-I","0.2","","","Pan-STARRS, ATLAS, ZTF, GaiaAlerts","Pan-STARRS, ATLAS, ZTF, GaiaAlerts","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","PS23mdn","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST","1","1","","20.65","w-P1","2023-12-18 15:15:29.664","PS1_Bot1","","","2023TNSTR3345....1C","2024TNSCR.468....1W","",""
"142423","SN 2023aaqu","00:23:10.430","-52:25:15.42","SN Ia","0.031","","","ATLAS, MASTER, GaiaAlerts","ATLAS, MASTER, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts, MASTER","ATLAS23xua","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, Other - Other","ESO-NTT - EFOSC2-NTT","1","1","","18.244","orange-ATLAS","2023-12-22 01:16:06.240","ATLAS_Bot1","","","2023TNSTR3341....1T","2023TNSCR3390....1B","",""
"142340","SN 2023aanu","03:39:47.970","-58:58:11.64","SN II","0.045","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts","ATLAS23xtb","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.105","orange-ATLAS","2023-12-19 21:21:12.672","ATLAS_Bot1","","","2023TNSTR3316....1T","2023TNSCR3332....1B","",""
"142333","SN 2023aann","10:28:43.000","-04:21:53.46","SN Ia","0.07","","","Pan-STARRS, ATLAS, ZTF, GaiaAlerts, BlackGEM","Pan-STARRS, ATLAS, ZTF, GaiaAlerts, BlackGEM","TCD","ATLAS, BlackGEM, GaiaAlerts, Pan-STARRS, ZTF","PS23mau","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, BG4 - BlackGEM-Cam4, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","NOT - ALFOSC","1","1","","20.4","w-P1","2023-12-18 14:54:02.304","PS1_Bot1","","","2023TNSTR3320....1C","2024TNSCR.141....1T","",""
"142299","SN 2023aamf","11:01:58.696","-46:54:20.58","SN Ia","0.05","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS23xse","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","17.792","orange-ATLAS","2023-12-18 05:43:11.712","ATLAS_Bot1","","","2023TNSTR3305....1T","2023TNSCR3332....1B","",""
"142296","SN 2023aamc","05:39:36.740","-40:57:20.12","SN Ia","0.061","","","ATLAS, GOTO, GaiaAlerts","ATLAS, GOTO, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts, GOTO","ATLAS23xrw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, GOTO-S - GOTO-3, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","18.623","orange-ATLAS","2023-12-18 06:19:15.168","ATLAS_Bot1","","","2023TNSTR3305....1T","2023TNSCR3332....1B","",""
"142282","SN 2023aalo","11:48:31.320","+11:05:39.05","SN Ia","0.034363","","","Pan-STARRS, ATLAS, GaiaAlerts, ZTF","Pan-STARRS, ATLAS, GaiaAlerts, ZTF","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","PS23lyu","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.34","w-P1","2023-12-17 14:22:43.968","PS1_Bot1","","","2023TNSTR3310....1C","2024TNSCR.142....1F","",""
"142271","SN 2023aald","08:10:57.250","+14:14:33.44","SN Ia","0.076","","","ZTF, ATLAS","ZTF, ATLAS","ePESSTO+","ATLAS, ZTF","ZTF23abuffza","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","21.05","r-ZTF","2023-12-14 09:04:19.200","ZTF_Bot1","","","2023TNSTR3311....1F","2023TNSCR3346....1B","",""
"142261","SN 2023aakt","01:41:56.980","-58:39:06.70","SN Ia","0.063","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts","ATLAS23xqw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.646","orange-ATLAS","2023-12-18 02:09:29.088","ATLAS_Bot1","","","2023TNSTR3305....1T","2023TNSCR3339....1B","",""
"142259","SN 2023aakr","06:03:33.332","-44:54:56.34","SN Ia","0.09","","","GOTO, ATLAS","GOTO, ATLAS","ePESSTO+","ATLAS, GOTO","GOTO23bxc","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3","ESO-NTT - EFOSC2-NTT","1","1","","18.9","L-GOTO","2023-12-17 13:11:58.272","GOTO_bot","","","2023TNSTR3307....1U","2023TNSCR3339....1B","",""
"142252","SN 2023aakl","23:51:54.170","+39:57:32.78","SN Ia","0.055","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS, ZTF","ATLAS23xpr","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.062","orange-ATLAS","2023-12-17 05:57:39.168","ATLAS_Bot1","","","2023TNSTR3305....1T","2024TNSCR.176....1S","",""
"142250","SN 2023aakj","13:00:29.137","+28:27:19.76","SN Ia","0.024","","","ATLAS, YSE, ZTF, Pan-STARRS, BlackGEM","ATLAS, Pan-STARRS, ZTF, BlackGEM","ZTF","ATLAS, BlackGEM, Pan-STARRS, YSE, ZTF","ATLAS23xpa","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, BG4 - BlackGEM-Cam4, ML1 - MeerLICHT-Cam, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","19.127","orange-ATLAS","2023-12-17 13:57:18.144","ATLAS_Bot1","","","2023TNSTR3305....1T","2024TNSCR..80....1F","",""
"142248","SN 2023aakh","01:57:18.569","-03:22:34.20","SN Ia","0.078","","","Pan-STARRS, ATLAS, ALeRCE","Pan-STARRS, ATLAS, ZTF","ZTF","ALeRCE, ATLAS, Pan-STARRS","PS23lyk","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.91","w-P1","2023-12-16 06:53:24.576","PS1_Bot1","","","2023TNSTR3296....1C","2023TNSCR3392....1F","",""
"142228","SN 2023aajn","03:41:33.860","-02:46:50.12","SN Ia-91T-like","0.049","","","Pan-STARRS, ATLAS, ZTF, GaiaAlerts","Pan-STARRS, ATLAS, ZTF, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","PS23lxt","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.38","w-P1","2023-12-17 08:34:41.088","PS1_Bot1","","","2023TNSTR3296....1C","2023TNSCR3332....1B","",""
"142220","SN 2023aajf","04:22:41.484","-51:29:15.63","SN Ia","0.0428","","","GOTO, ATLAS","GOTO, ATLAS","YSE","ATLAS, GOTO","GOTO23bwl","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","SOAR - Goodman","1","1","","17.97","L-GOTO","2023-12-17 12:01:54.912","GOTO_bot","","","2023TNSTR3293....1K","2023TNSCR3315....1D","",""
"142213","SN 2023aaiy","09:21:07.850","-10:45:19.15","SN Ia","0.0545","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ZTF23abtlnrc","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","19.65","g-ZTF","2023-12-12 11:05:16.800","ZTF_Bot1","","","2023TNSTR3298....1F","2024TNSCR..70....1W","",""
"142208","SN 2023aait","09:49:24.900","-13:57:17.14","SN Ia","0.048","","","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ePESSTO+","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ATLAS23xot","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.809","orange-ATLAS","2023-12-16 06:18:04.320","ATLAS_Bot1","","","2023TNSTR3290....1T","2023TNSCR3346....1B","",""
"142196","SN 2023aaih","08:30:55.691","-03:51:50.71","SN Ia","0.041442","","","Pan-STARRS, ZTF, ATLAS, MASTER","Pan-STARRS, ZTF, ATLAS, MASTER","ZTF","ATLAS, MASTER, Pan-STARRS, ZTF","PS23lxm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Other - Other, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.94","w-P1","2023-12-16 12:02:38.976","PS1_Bot1","","","2023TNSTR3296....1C","2024TNSCR..60....1F","",""
"142194","SN 2023aaif","12:30:55.251","+03:29:29.53","SN Ic","0.0174260009","","","ATLAS, YSE, Pan-STARRS","ATLAS, Pan-STARRS","ZTF, YSE","ATLAS, Pan-STARRS, YSE","ATLAS23xns","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2","Gemini-S - GMOS-S, P200 - DBSP","1","1","","18.408","orange-ATLAS","2023-12-16 14:44:23.424","ATLAS_Bot1","","","2023TNSTR3290....1T","2024TNSCR3556....1K, 2025TNSCR.171....1J","",""
"142190","SN 2023aaib","07:05:05.550","-53:59:08.99","SN Ia","0.053","","","GOTO, ATLAS, GaiaAlerts","GOTO, ATLAS, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts, GOTO","GOTO23bve","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, GOTO-S - GOTO-3, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","18.38","L-GOTO","2023-12-16 13:51:37.728","GOTO_bot","","","2023TNSTR3292....1U","2023TNSCR3332....1B","",""
"142134","SN 2023aaga","03:09:36.199","-54:03:00.15","SN Ia","0.0552","","","ATLAS","ATLAS","YSE","ATLAS","ATLAS23xml","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","SOAR - Goodman","1","1","","18.356","orange-ATLAS","2023-12-15 20:49:52.608","ATLAS_Bot1","","","2023TNSTR3278....1T","2023TNSCR3315....1D","",""
"142118","SN 2023aafk","04:30:41.671","+02:56:42.89","SLSN-I","0.2455","","","ATLAS, ZTF","ATLAS, ZTF","SGLF","ATLAS, ZTF","ATLAS23xly","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","NOT - ALFOSC","1","1","","19.753","orange-ATLAS","2023-12-13 02:59:52.224","ATLAS_Bot1","","","2023TNSTR3253....1T","2024TNSCR.480....1P","",""
"142090","SN 2023aael","02:36:30.762","-45:52:51.07","SN Ia","0.11","","","ATLAS, GOTO","ATLAS, GOTO","ePESSTO+","ATLAS, GOTO","ATLAS23xjd","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","19.169","orange-ATLAS","2023-12-14 01:43:33.024","ATLAS_Bot1","","","2023TNSTR3253....1T","2023TNSCR3346....1B","",""
"142085","SN 2023aaeg","01:03:57.180","+80:39:39.56","SN Ib","0.025948","","","ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ATLAS, GaiaAlerts, ZTF","ZTF23abtopsg","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.7627","r-ZTF","2023-12-13 03:17:29.760","ZTF_CLU_PUBLIC","","","2023TNSTR3268....1D","2024TNSCR..23....1J","",""
"142067","SN 2023aado","07:32:12.064","+51:41:04.68","SN Ia","0.08","WISEA J073212.21+514106.6","","ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ZTF23abudnet","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.7785","r-ZTF","2023-12-13 08:43:45.002","ALeRCE","","","2023TNSTR3252....1M","2024TNSCR..24....1J","",""
