"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"132111","SN 2023mjz","23:42:17.754","+20:06:57.17","SN Ia","0.11","","","Pan-STARRS, ZTF, ATLAS","Pan-STARRS, ZTF, ATLAS","SCAT","ATLAS, Pan-STARRS, ZTF","PS23fff","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","19.68","i-P1","2023-07-05 13:17:05.856","PS1_Bot1","","","2023TNSTR1576....1C","2023TNSCR1704....1H","",""
"132106","SN 2023mju","12:38:45.146","+12:31:21.56","SN","0.045","","","ATLAS, BlackGEM","ATLAS, BlackGEM","Global SN Project","ATLAS, BlackGEM","ATLAS23nlx","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, ML1 - MeerLICHT-Cam","FTS - FLOYDS-S","1","1","","18.041","orange-ATLAS","2023-07-05 17:37:50.304","ATLAS_Bot1","","","2023TNSTR1575....1T","2023TNSCR1767....1N","",""
"132103","SN 2023mjr","12:16:10.240","-12:04:32.60","SN Ia","0.06756","","","ATLAS","ATLAS","DEBASS","ATLAS","ATLAS23nlr","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ANU-2.3m - WiFeS","1","1","","18.297","orange-ATLAS","2023-07-05 01:34:41.664","ATLAS_Bot1","","","2023TNSTR1575....1T","2023TNSCR1719....1M","",""
"132102","SN 2023mjq","14:09:38.799","+09:33:38.89","SN IIn","0.038337","","","ATLAS, YSE, ZTF, Fink","ATLAS, Pan-STARRS, ZTF","YSE","ATLAS, Fink, Pan-STARRS, YSE, ZTF","ATLAS23nlp","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","Gemini-N - GMOS","1","1","","18.142","orange-ATLAS","2023-07-05 19:20:20.256","ATLAS_Bot1","","","2023TNSTR1575....1T","2023TNSCR1662....1A","",""
"132096","SN 2023mjk","14:18:36.332","+13:08:31.27","SN IIb","0.04","","","YSE, ALeRCE, ATLAS, Fink","Pan-STARRS, ZTF, ATLAS","YSE","ALeRCE, ATLAS, Fink, Pan-STARRS, YSE","PS23fev","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","NOT - ALFOSC","1","1","","19.65","r-P1","2023-07-05 08:33:04.320","YSE_Bot1","","","2023TNSTR1569....1J","2023TNSCR1681....1A","",""
"132083","SN 2023mix","12:48:03.582","-27:34:55.70","SN IIb","0.011","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","None","ATLAS, Pan-STARRS","ATLAS23niz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, PS1 - GPC1","SALT - RSS","1","1","","18.034","orange-ATLAS","2023-07-03 20:27:42.912","ATLAS_Bot1","","","2023TNSTR1558....1T","2023TNSCR1578....1S","",""
"132079","SN 2023mit","16:28:18.630","+23:10:56.05","SN Ia","0.042","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF23aaqjuux","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.37","g-ZTF","2023-07-03 06:50:23.000","ZTF_Bot1","","","2023TNSTR1562....1F","2023TNSCR1682....1F","",""
"132077","SN 2023mir","22:40:59.461","-05:04:15.75","SN Ia","0.074","","","ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Fink, Pan-STARRS, ZTF","ZTF23aaqfdby","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.2","g-ZTF","2023-06-30 09:17:16.800","ZTF_Bot1","","","2023TNSTR1562....1F","2023TNSCR1647....1F","",""
"132073","SN 2023min","11:50:58.439","+20:53:08.09","SN","","","","YSE, ATLAS, Pan-STARRS","Pan-STARRS, ATLAS","None","ATLAS, Pan-STARRS, YSE","PS23fel","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, PS1 - GPC1","Lick-3m - KAST","1","1","","19.61","i-P1","2023-07-03 07:04:17.760","YSE_Bot1","","","2023TNSTR1561....1J","2024TNSCR.478....1R","",""
"132072","SN 2023mim","14:07:58.216","+05:29:12.42","SN Ia","0.086151","","","ZTF, YSE, ATLAS","ZTF, Pan-STARRS, ATLAS","UCSC","ATLAS, Pan-STARRS, YSE, ZTF","ZTF23aaqjumr","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","Keck2 - ESI","1","1","","19.49","g-ZTF","2023-07-01 04:42:14.400","ZTF_Bot1","","","2023TNSTR1562....1F","2023TNSCR1802....1T","",""
"132070","SN 2023mik","15:43:26.541","-07:02:19.46","SN Ia","0.065","","","ZTF, ATLAS, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Fink, Pan-STARRS, ZTF","ZTF23aaqjrsx","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.58","r-ZTF","2023-06-29 05:34:04.800","ZTF_Bot1","","","2023TNSTR1562....1F","2023TNSCR1603....1F","",""
"132068","SN 2023mii","21:17:06.854","+34:23:18.26","SN Ia","0.084","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF23aapxvut","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.52","g-ZTF","2023-06-28 09:07:12.000","ZTF_Bot1","","","2023TNSTR1562....1F","2023TNSCR1793....1Q","",""
"132057","SN 2023mhx","16:47:59.648","+58:32:48.86","SN Ia","0.09","","","Pan-STARRS, ZTF","Pan-STARRS, ZTF","ZTF","Pan-STARRS, ZTF","PS23fdt","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.84","i-P1","2023-06-30 11:47:41.280","PS1_Bot1","","","2023TNSTR1551....1C","2023TNSCR1648....1J","",""
"132043","SN 2023mhj","00:00:42.018","-12:14:12.51","SN Ia","0.109","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aapvrkk","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.61","g-ZTF","2023-06-27 10:06:14.400","ZTF_Bot1","","","2023TNSTR1554....1F","2023TNSCR1571....1F","",""
"132036","SN 2023mhc","01:53:06.689","-18:43:50.64","SN Ia","0.05","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","SCAT","ALeRCE, ATLAS, Pan-STARRS","ATLAS23nei","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","17.559","orange-ATLAS","2023-07-01 02:22:52.608","ATLAS_Bot1","","","2023TNSTR1550....1T","2023TNSCR1620....1T","",""
"132034","SN 2023mha","02:15:21.165","-24:36:12.96","SN Ia","0.03749","","","ATLAS","ATLAS","DEBASS","ATLAS","ATLAS23ned","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ANU-2.3m - WiFeS","1","1","","18.103","orange-ATLAS","2023-07-01 02:44:25.152","ATLAS_Bot1","","","2023TNSTR1550....1T","2023TNSCR1669....1M","",""
"132032","SN 2023mgy","21:14:23.542","-05:05:58.61","SN Ia-91T-like","0.027005","","","ATLAS, Pan-STARRS, BlackGEM","ATLAS, Pan-STARRS, BlackGEM","SCAT","ATLAS, BlackGEM, Pan-STARRS","ATLAS23ndz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, ML1 - MeerLICHT-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","17.22","orange-ATLAS","2023-07-01 06:18:25.056","ATLAS_Bot1","","","2023TNSTR1550....1T","2023TNSCR1580....1D","",""
"132027","SN 2023mgt","17:43:26.689","+48:04:39.79","SN Ia","0.053","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF","ATLAS, Fink, ZTF","ZTF23aaqhvds","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.18","g-ZTF","2023-06-30 09:59:02.400","ZTF_Bot1","","","2023TNSTR1554....1F","2023TNSCR1621....1F","",""
"132025","SN 2023mgr","22:00:26.429","-33:31:27.02","SN IIn","0.01","","","ATLAS, MASTER","ATLAS, MASTER","SCAT","ATLAS, MASTER","ATLAS23ndq","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Other - Other","UH88 - SNIFS","1","1","","16.233","orange-ATLAS","2023-07-02 06:02:21.696","ATLAS_Bot1","","","2023TNSTR1550....1T","2023TNSCR1570....1H","",""
"132024","SN 2023mgq","14:32:10.189","+11:20:41.69","SN Ia","0.056625","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF","ATLAS, Fink, ZTF","ZTF23aaqhzwu","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.46","g-ZTF","2023-06-30 07:13:26.400","ZTF_Bot1","","","2023TNSTR1554....1F","2023TNSCR1673....1P","",""
"132005","SN 2023mfz","12:51:40.236","+06:03:40.72","SN Ia","0.068","SDSS J125140.08+060331.3","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE, ATLAS","ZTF23aaqfxpn","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.2182","g-ZTF","2023-07-01 04:48:01.996","ALeRCE","","","2023TNSTR1543....1F","2023TNSCR1581....1F","",""
"131999","SN 2023mft","20:28:13.830","+51:12:55.02","SN IIn","0.1146","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF23aaoyxjb","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","Lick-3m - KAST","1","1","","20.31","r-ZTF","2023-06-17 09:11:31.200","ZTF_Bot1","","","2023TNSTR1546....1F","2023TNSCR2047....1W","",""
"131996","SN 2023mfq","02:45:38.721","-15:00:43.46","SN II","0.025","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ATLAS23ndd","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.449","orange-ATLAS","2023-07-01 09:42:08.928","ATLAS_Bot1","","","2023TNSTR1544....1T","2023TNSCR2099....1S","",""
"131988","SN 2023mfi","03:37:21.827","+87:21:07.33","SN II","0.0153","","","ATLAS, ALeRCE","ATLAS, ZTF","ZTF","ALeRCE, ATLAS","ATLAS23mtj","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P200 - DBSP","1","1","","17.746","cyan-ATLAS","2023-06-19 07:32:20.832","ATLAS_Bot1","","","2023TNSTR1544....1T","2023TNSCR2099....1S","",""
"131979","SN 2023mez","02:04:44.503","+08:32:45.31","SN II","0.0117","","","Pan-STARRS, ALeRCE","Pan-STARRS, ZTF","ZTF","ALeRCE, Pan-STARRS","PS23fcx","P48 - ZTF-Cam, PS2 - GPC2","P200 - DBSP","1","1","","20.14","w-P1","2023-06-30 13:52:05.376","PS1_Bot1","","","2023TNSTR1545....1C","2024TNSCR3553....1D","",""
"131978","SN 2023mey","22:50:43.692","-05:26:27.66","SN Ia","0.0573","SDSS J225043.56-052626.7","","ALeRCE, Pan-STARRS, ATLAS, Fink","ZTF, Pan-STARRS, ATLAS","ZTF","ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF23aapvsqz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.0533","g-ZTF","2023-06-27 10:05:01.997","ALeRCE","","","2023TNSTR1533....1M","2023TNSCR1624....1N","",""
"131973","SN 2023met","02:48:33.651","+18:30:54.82","SN Ia","0.06","","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","SCAT","ALeRCE, Pan-STARRS","ZTF23aaqfayr","P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","18.623","r-ZTF","2023-06-30 11:04:12.000","ALeRCE","","","2023TNSTR1533....1M","2023TNSCR1620....1T","",""
"131968","SN 2023meo","21:40:59.116","+24:00:26.29","SN IIn","0.095","","","Fink, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","GOTO","ATLAS, Fink, Pan-STARRS","ZTF23aapsuva","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","INT-2.5m - IDS","1","1","","21.0434","g-ZTF","2023-06-24 09:44:16.999","Fink","","","2023TNSTR1535....1P","2023TNSCR2000....1G","",""
"131958","SN 2023mee","22:17:46.549","+30:16:12.34","SN Ic-BL","0.064","","","ATLAS, ALeRCE, Fink","ATLAS, ZTF","SCAT, ZTF","ALeRCE, ATLAS, Fink","ATLAS23nbt","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM, UH88 - SNIFS","1","1","","19.176","orange-ATLAS","2023-06-30 12:32:11.040","ATLAS_Bot1","","","2023TNSTR1534....1T","2023TNSCR1620....1T, 2023TNSCR1722....1S","",""
"131949","SN 2023mdv","09:59:07.738","-34:13:20.05","SN Ia","0.00891","","","ATLAS, SGLF","ATLAS, SGLF","BlackGEM","ATLAS, SGLF","ATLAS23nax","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, LCO1m - Sinistro","Other - Other","1","1","","18.323","orange-ATLAS","2023-06-29 00:15:40.896","ATLAS_Bot1","","","2023TNSTR1534....1T","2023TNSCR1577....1M","",""
"131941","SN 2023mdn","12:36:08.510","+11:15:05.32","SN Ia","0.075","SDSS J123608.32+111507.0","0.06628274","ALeRCE, YSE, ATLAS","ZTF, Pan-STARRS, ATLAS","YSE","ALeRCE, ATLAS, Pan-STARRS, YSE","ZTF23aaqahxh","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","NOT - ALFOSC","1","1","","18.9928","r-ZTF","2023-06-29 04:30:55.002","ALeRCE","","","2023TNSTR1525....1M","2023TNSCR1681....1A","",""
"131939","SN 2023mdl","14:47:41.519","+35:53:42.07","SN Ia","0.077","SDSS J144741.45+355342.0","","ALeRCE","ZTF","ZTF","ALeRCE","ZTF23aaqajsw","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.6879","r-ZTF","2023-06-29 05:08:51.003","ALeRCE","","","2023TNSTR1525....1M","2023TNSCR1633....1F","",""
"131932","SN 2023mde","17:11:25.235","+13:34:09.09","SN Ia","0.026","WISEA J171125.43+133404.4","","ALeRCE, Fink, Pan-STARRS","ZTF, Pan-STARRS","ZTF","ALeRCE, Fink, Pan-STARRS","ZTF23aaqcaeo","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.4068","r-ZTF","2023-06-29 10:22:58.999","ALeRCE","","","2023TNSTR1525....1M","2023TNSCR1556....1F","",""
"131920","SN 2023mcs","01:24:19.480","+10:51:47.66","SN Ia","0.03","","","Pan-STARRS, ATLAS, ALeRCE","Pan-STARRS, ATLAS, ZTF","ZTF","ALeRCE, ATLAS, Pan-STARRS","PS23fcb","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.83","w-P1","2023-06-28 14:11:00.672","PS1_Bot1","","","2023TNSTR1527....1C","2023TNSCR1622....1J","",""
"131902","SN 2023mca","18:09:58.477","+68:49:19.05","SN II","0.01","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS, ZTF","ZTF23aapvuyy","P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","17.78","g-ZTF","2023-06-27 10:16:19.200","ZTF_Bot1","","","2023TNSTR1529....1F","2023TNSCR1663....1S","",""
"131901","SN 2023mbz","15:00:31.522","+11:31:48.82","SN Ia","0.031623","","","ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Fink, Pan-STARRS, ZTF","ZTF23aaqasrd","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.45","r-ZTF","2023-06-29 05:05:16.800","ZTF_Bot1","","","2023TNSTR1529....1F","2023TNSCR1728....1F","",""
"131900","SN 2023mby","15:00:37.429","+17:33:43.06","SN Ia","0.055","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF","ATLAS, Fink, ZTF","ZTF23aaqanze","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.49","r-ZTF","2023-06-29 05:47:02.400","ZTF_Bot1","","","2023TNSTR1529....1F","2023TNSCR1603....1F","",""
"131899","SN 2023mbx","22:02:35.894","+00:30:57.78","SN Ia","0.1","","","Pan-STARRS, ALeRCE, DESIRT","Pan-STARRS, ZTF, DESIRT","SCAT","ALeRCE, DESIRT, Pan-STARRS","PS23fbl","CTIO-4m - DECAM, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","19.9","w-P1","2023-06-28 13:20:02.112","PS1_Bot1","","","2023TNSTR1527....1C","2023TNSCR1540....1D","",""
"131891","SN 2023mbs","00:11:17.030","+12:58:05.81","SN Ia","0.0876","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","DEBASS","ATLAS, Pan-STARRS, ZTF","ZTF21acfmxeu","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","ANU-2.3m - WiFeS","1","1","","19.44","g-ZTF","2023-06-28 09:57:36.000","ZTF_Bot1","","","2023TNSTR1529....1F","2023TNSCR1689....1L","",""
"131861","SN 2023mao","15:08:28.980","+18:43:19.83","SN Ia","0.067591","2MASX J15082836+1843247","0.06759","ALeRCE, Fink, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF23aapwwak","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.5579","r-ZTF","2023-06-26 05:38:18.997","ALeRCE","","","2023TNSTR1513....1M","2023TNSCR1647....1F","",""
"131838","SN 2023lzr","01:51:07.835","+25:44:19.05","SN II","0.04","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ATLAS23mzr","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.329","cyan-ATLAS","2023-06-28 14:16:28.992","ATLAS_Bot1","","","2023TNSTR1514....1T","2023TNSCR1835....1S","",""
"131834","SN 2023lzn","00:55:07.587","+31:32:47.72","SN II","0.018","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ATLAS23mzk","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.554","cyan-ATLAS","2023-06-28 13:28:01.632","ATLAS_Bot1","","","2023TNSTR1514....1T","2023TNSCR1623....1S","",""
"131813","SN 2023lys","10:50:54.579","+12:57:05.86","SN Ia","0.02284","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS23mzh","ATLAS-CHL - ATLAS-04","UH88 - SNIFS","1","1","","16.479","orange-ATLAS","2023-06-27 23:33:14.688","ATLAS_Bot1","","","2023TNSTR1514....1T","2023TNSCR1570....1H","",""
"131800","SN 2023lyh","16:11:34.818","+58:58:03.52","SN Ia","0.06","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aapogvn","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.46","g-ZTF","2023-06-25 08:25:26.400","ZTF_Bot1","","","2023TNSTR1506....1F","2023TNSCR1541....1F","",""
"131799","SN 2023lyg","21:25:48.943","+23:31:46.20","SN Ia","0.08","","","ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT","ATLAS, Fink, Pan-STARRS, ZTF","ZTF23aapmokr","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","20.24","g-ZTF","2023-06-24 09:44:38.400","ZTF_Bot1","","","2023TNSTR1506....1F","2023TNSCR1540....1D","",""
"131793","SN 2023lya","17:28:53.215","+58:22:41.53","SN II","0.03","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","OxQUB, ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aapuknd","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM, UH88 - SNIFS","1","1","","20.07","r-ZTF","2023-06-27 06:50:23.000","ZTF_Bot1","","","2023TNSTR1506....1F","2023TNSCR1539....1S, 2023TNSCR1868....1S","",""
"131792","SN 2023lxz","12:42:33.760","+51:12:17.12","SN II","0.03018","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF23aapufht","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.95","r-ZTF","2023-06-27 06:30:14.400","ZTF_Bot1","","","2023TNSTR1506....1F","2023TNSCR1593....1S","",""
